142 302 1649 19 209 191 243 25 574 725 773 267	1645 522 1648 1593 190 191 25 574 725 773
12 32 52 122 11	12 32 28 9 52 19
45 46 47 48 49 50 45 48 1307 1286	45 46 47 48 49 50 45 48
45 226 782 50 45 48 1842	55 226 782 283 55 282 56 57
29 193 243 1326 232 230 16	29 83 3702 263 1325 459 232 230 19 16
12 347 1164 508	771 432 1164 508
202 10285 427 1174	657 427 56 5 2235 222
12 31 134 29 161 12 31 134	29 217 348 12 31 134
106 536 44 76	967 1643 11629 44 76
107 108 19 471 114 32 43 1124 126 19 773 1086	12 32 43 1124 126 19 773 1086
12 19 115 115	12 1003 6363
2636 1582 314 73 16	169 447 12 126 16
48 50 50 48 55 46 47 48	48 50 50 48 45 46 47 48 50 45 48
282 283 283 282 55 46 47 48 3931 1527 1905	282 283 283 282 55 46 47 48 481 776 583
12 80 32 3610 11 16	12 457 370 317 11
12 347 32 43 4258	12 32 39 9 4258
126 106 126 106 272 12 243 914	255 272 12 222 134
12 215 317 922 11 276	12 3855 11 161 300 23 13141 3993 3515
8792 208 209	548 817 79 208 355 8 9 161
540 358 47 541 336 56 57 52 53 180	540 358 47 541 542 58 180
12 10 101 102 202 431 13	12 8 9 13 10 254 76
29 719 202 969 1121 12	34 8 9 2146 12
29 256 457 518 163 12 32 52 122 19 79 389	29 518 163 73 2504 66
29 459 168 1022 671 2210	72 29 168 11840 1124 470
29 8 9 318 12	1006 1012 29 12 23 24
29 10 459 1352	29 1352 11
246 247 23 2819 2779 90 295 1795	249 23 1354 90 120 3649
2592 140 370 23 48 283 48 50 90	127 3959 23 48 50 50 48 90
18251 565 23 43 42	87 971 40 32 39 9 41 42
29 106 1299 2984	29 106 590 998 12
230 300 857 1424 212 850 8 9 1383 1227 267	8 9 304 646 500 192 522
5 394 522 1252 1710	521 914 3094
1774 29 52 53 2583 11	260 260 29 25 812 192 882 19
130 503 347 276	297 66 757 66
689 79 9564 6 1331 189 92 82 79 433 665 370	82 79 5439 32 875
12 771 102 274 370 175 59 16	679 12 23 443 16
12 309 485 19 59	12 32 80 32 447 59
426 920 354 196 624 625 1299 1649	15754 920 986 1648 1593
12 453 1154 243 307 505 92 16	243 618 76
12 72 29 2690	12 72 29 2795 785
1263 782 336 1619 917 918 119 1431 1124 710 641 13	1903 782 23 1100 915 117 118 1431 1342
29 8 9 347 72 12 168	29 202 19844 12 168
45 46 47 48 335 159 46 806 281 3545 1 2476	55 46 47 48 158 159 46 806 281 545
107 217 773 522 11	107 848 217 770 11
32 43 230 507 168	12 168 230 507 16
29 161 12 106 255 29	29 32 1299 12 106 16
202 787 1107	300 161 8 9 787 431 447
431 432 10 161 1776 16	29 108 347 10 161 3123 16
12 72 29 68 69 70 276	72 29 130 1282
29 19 426 2839 10 11 230	29 19 140 370 202 232 1536 230
127 9 629 592 19 431 432 16	12 32 787 77 19 16
29 649 650 1680 4503	29 106 1680 4503
83 77 44 76	29 128 10 254 29 193 243 77 44 76
73 14014 252	126 776 118 252 12
4163 1675 12 19 451	1637 3699 698 13 1007 12 19 451
107 217 127 344 360 29 222 140 11	107 360 29 222 140 11
4369 426 853 56 19 689 79 2124	692 725 140 370 574 12088 19 689 79 2124
12 19 5272 23 24	12 19 5274 59 23 24
601 16 1545 130 126 366	12 30 1545 5 130 276
217 10 485 276	29 10 485 127 6
202 390 938 6473 128 5 344	6473 128 5 344 23 39 9 6540
444 780 62 12 12 253 3860	2706 502 503 62 12 12 253 457 773 82 29
28 29 568 338 276	126 366 12 568 338 276
29 106 462 395 11	3368 342 518 11
12 251 2042 252	12 251 5340 252
28 6 981 11	29 32 162 647 579 6158
12 1787 322 323	1329 1581 10 459 320
4262 169 1361 4230 16	169 1361 169 1361 29 8 9 1478 21944 76
13 348 29 67 988 126 67 2732 16	12 161 300 13 14 100 988
72 29 2692 1133 16	169 718 12 347 416 6 1133 72 29 67 16
127 1377 202 360 6311 2114 66	454 455 456 23 1678 1397
317 416 422 68 367 16	28 12 317 68 70 16
249 29 126 1577 66	246 247 29 126 449 451 533
23 10 23 1662 11 243 435 66	28 29 1662 11 7584
140 370 5249 8 9 80 32 709 1213 333	1759 370 7689 80 230 202 1213 333
32 43 12 32 43 641 13 76	12 32 43 1162
260 29 23 24	168 12 13 19997 29 16
12 243 342 518 16	29 254 12 124 243 435 75
6024 431 592 52	12 511 163 431 592 52 533
12 62 44 76	12 62 39 9 76
12 1446 169 447 2879 16	12 161 12 1446 2636 1582 314 16
2260 1035 1036	19217 1998 1868 1759 370
602 29 80 32 470 455 456 533	29 762 457 1051
128 1421 12 32 6 126 105	2449 12 105 574 4613 8473
2436 2436 2436	2679
29 246 812 8884	29 246 812 4217
1290 56 8 9 225	202 225 10 338 56
602 29 10 106 887 161 23 1319 421 12 1759 9739	29 255 161 887 19
550 356 831	550 359 140 193 243
431 432 72 29 1226 494 16	72 29 1226 888 626 471
45 46 47 48 49 229 46 32 1760 314 3882 1517 16	45 46 47 48 49 229 46 32 5404
500 29 984	12 217 500 29 984 276
12 10 447 29 11	28 12 23 447 29 594 2957 29 19
521 347 5 394 342 16	29 106 272 12 342 518 11
12 161 29 193 243 1475 10 1475 435	29 193 243 347 342 518 16 12 161
246 247 29 1794	249 23 29 1794 12 734 1154 11
12 23 494 495 462 262 59 16	882 1193 19 59 19 626
29 106 312 317 471 247	29 255 20 187 3543 312 317 247
11 66 762 1680 928 11 276	774 775 276
29 108 243 43 777	12 39 9 505 92 19
12 23 6 43 517 1570	23 6 43 5669 1130 956 2188 19 373 1068 66 12
12 127 344 647 29 812 2427 126 9	29 1353 1685 11
1310 1311 13 6009 8042 16	909 13 536 4610 9785 16
12 32 648 19 59 16	309 59 348 12 595 10 524 525
29 7266 19 601 66	29 5691 601
12 309 1575 885	28 12 13 32 5995 16
29 106 459 1041 19 263 2059 256 10 23 12	431 23 29 255 272 12 474 475
10 106 272 12 161 300 11	107 128 10 161 300
48 50 50 48 140 632 5227	140 632 5227
45 46 47 48 481 52 56 4471 917 126 16	45 46 47 48 481 1181 52 53
12 23 6 1935 837 59 16	12 1935 837 16
665 4955 2909 12 810 52 634 433 476	12 453 431 432 5664
536 19 39 9	29 106 254 12 536 19 39 9
1903 782 1619 915 47 546 159	1903 478 23 1100 915 1365 540 783
255 272 12 312 11	12 2732 29 3068 406
12 126 398 533	12 8 9 4613 787 398 76
1412 773 173 146 146	177 146 146 1139
4 5 6 424 522 164 1004	4 6 728 300 67 67
127 6 722 723 447 19 208 355	12 101 102 8 9 722 723 447 16
29 23 12 1003 1055	12 115 115 23 29 1055
126 276 29 2401 12	3574 276 2306 643 118 12 19
606 299 114	615 162 299 790
202 13 348 1268 16283 12 254 16 1056	169 431 447 29 451 448 10 126
23 43 785 548	23 10 23 127 785 548 66
431 571 3767 202 629 1832	431 571 947 3898 8 9 629
12 518 163 1553 14939 16	12 2401 29 13 817 126 16
12 1050 9354	12 317 9354 16
12 595 29 2297	29 126 635 636
12 127 23 202 11	12 19 446 508 3588 11 415 2126 202 18 519 19 66
12 462 1017 5502 16	1068 1704 122 314
29 62 282 283 283 282 4337 92	282 283 283 282 19 4337 933
12 124 6 761	12 23 761 276
29 459 12 1642 29	29 459 12 1642 2138 29
12 3581 366	12 52 122 366
12 1227 533	12 7193 192 522 366
647 12 8 9 197 19 12 128 10 161	12 202 197 19
23 277 431 432 127 344 16	431 432 127 344 19 16
12 101 102 29 1154 25 574 16	12 101 102 29 1195 1154 25 16
29 10 524 525 127 6 290 33 771 10580 799	12 1316 750 10 485 606 292 771 10580 799
12 19 299 790	12 6 299 790 12 6 299 790
12 511 447 16	12 511 671 448 16
29 126 106 435 6754 2735	29 459 342 5 6 21684 518
550 1872 19 147 121 23 52 53	552 553 1872 854 23 39 9 267
29 2319 1545 126	7274 342 1053
12 592 19 2663 11	12 202 787 788 533
1596 3 348 12 275 11	10 72 12 275 366
177 426 133 134 426 230 6002	140 370 230 6002 1491 133 134
29 128 10 254 4 19 23 39 9	29 128 10 254 29 243 106 39 9
431 571 3767 202 629	1698 431 571 947 1831 459 8 9 1235 629
12 800 227 304 107 3166 31 276	12 304 107 3167 276
347 130 468 11 16	29 193 243 347 4141 11 9
12 10 524 525 24	12 10 485 29 16
12 13 2776 680 681 16	670 680 681
412 79 1536	412 14 693
1649 94 227 1054 19 224	837 247 1129 2472 12385 29 466
29 629 173 12 11	602 12 29 698 13 4665 19
426 442 433 799 808 9352 19 186 187 92 266	426 1196 799 9352 1104 1017 25 3757 2124 20610
32 80 32 59 106 29	309 59 72 29 133 230 300
12 19 975 592 1245	12 19 972 973 592 1644
13 254 29 19 140 370 5633 163 8 344 11 16	140 370 123 11 415 329 330 101 102 2904
29 106 12 533	29 126 106 12 533
117 1883 19146 29 19 2483 8505	117 1883 19146
208 355 1178 202 1178	208 355 202 1178
29 23 454 23 470	29 161 12 23 454 19 23 470 19
1178 118 338	21505 1402 1493
23 12 19 2421 602 29	602 29 23 12 19 578 59
3782 3783 19020 3755	3782 3783 19021 866 19 864 101 706
29 800 1299 12 248 19 4456 852 11	29 217 116 193 12 1440 9592 76
297 83 80 33 11	4743 1180
12 653 39 9 7101	12 459 43 7101
252 1058 202 11	252 532
158 782 153 1499 359 140	55 226 782 1499 356
12 10 459 29 11	12 459 2909 134 366
45 46 335 781 538 46	45 46 335 358 538 46
29 12268 215 864 2718	29 518 163 251 864
12 8 9 431 432 20206 2978 8512	12 618 1758 66
5 317 770	12 317 770 16
335 478 228 229 1203 853 854 63 11	158 228 153 229 63 734 851 854
39 9 1920 66	1012 29 961 116 882 11 44
561 561 169 1192	593 12 252 683
12 444 457 345 11	12 1012 29 12 202 457 422 334 11
176 2495 1130 227 223 19 464 223	29 442 6 1095
126 243 4691 276	28 12 4691
12 524 525 1850 16	28 12 524 525 1850 16
29 128 106 2250 11	29 698 10 615 12 5 344 128 106 2250 11
158 228 153 229 32 1499 359 140 16	158 478 228 229 355 334 359 140 689 79
938 853 398 514	140 370 938 853 513
29 80 32 10 524 525 12 19 505 92	72 29 5 6 10 524 525 12 19 390 2375
140 370 5132 58 19340 232 230 142 126	140 370 173 52 53 230 232 230 142 126
12 317 116 193	127 12 253 116 193 11
252 12 23 29 470 455 456 276	12 296 29 470 455 456
12 29 253 243 903	431 23 29 243 903 1002 12
478 941 1507 1183	17416 10996
12 634 163 592 1769	12 634 163 217 162 20280 11 163
10 459 1463	1787 1463 19
127 23 55 478	540 358 47 541 542 28 6
48 50 50 48 335 159 46 153	282 283 283 282 158 783 965 153 3264
12 634 163 1644	12 2197 5766
304 180 72 107	304 59 120 72 107
169 1192 243 25 574	169 1192 243 39 9 777
10 67 10 67 306	10 67 10 67
79 398 971 72 2906 9458 116 1403 118	140 370 1493
29 5171 945	168 173 945 217 795 11
20255 12 243 779	12 243 779 76
48 50 50 48 335 1182 4038 126 16 267	4038 1555 19 426
12 32 470 455 456 16	12 470 455 456 23 24
29 594 1609	29 594 3170 878
29 161 12 317 1596 161 300 533	12 161 19 300 202 787 771 67 76
7880 300 2290 128 251 92 170	243 117 21279 300 2290
12 215 216 11	126 216 252
12 6 1565	1565 161 19 124 12
29 6155 6156 76	29 19 6155 6156 2008 243 618 11
335 45 45 358 357 46 272 440 48 19 2464 279	45 46 47 48 481 272 45 46 47 48 49 19 2464 279
5512 546 358 47 541 336 153	546 358 47 541 336 153 462 1479
211 12 62 44	169 214 12 32 212 213 16
29 161 1461 300 12 9619 29 161	12 13 14 272 29 7029 2710
252 2828 11 2828 11	12 2828 19
72 29 68 69 70 276	13 10 13 2478 70 72 29 67 67
12 317 161 461 462 126 16	1006 161 461 462 126
55 965 1365 282 49 1277 335 48 806 281	45 46 47 48 335 159 46 18330 1 2476
202 405 10 462 311 916 933	1309 1147 405 406 379 311 266 3835
133 134 1275 45 46 46 47 48 11699	1275 45 46 46 47 48 11699
12 80 32 344 114	12 457 8976
1774 29 19 212 213	800 62 29 65
29 124 485 12 8 9 11	29 217 13710 8 9 11
29 457 64 12 19 212 213	12 19 65 1534 243 29 19 1209 906 813
297 2082	10 254 421 44 29 124 2082
9823 19 1842	21081 1174 495
28 217 2690	28 217 2690 276 12
242 876 813 2795 442 521 243 914	809 329 17449 521 243 5 394
29 106 3778 12	29 217 106 133 12
592 19 16 29 787 126 16	592 19 16 361 684 127 9 126 16
29 272 1051 7451 11	444 29 247 247 360 29 1051 3375 3143 252
1698 29 272 12 251 3775 16	1698 12 705 706 29 16
2113 2113 29 32 78 459 200 629 11	2113 2113 29 200 77 11
19175 19176	82 1475 394 162
12 176 29 1551 454 455 456 276	176 29 725 6 470 455 456
55 46 47 48 49 283 45 48 19 1759 370 406 233	55 965 1365 282 49 283 55 282 1759 370 233
29 83 126 106 12 66	29 193 243 202 1478 274 251 106 12 66
9827 559 1576 19 558	246 247 19 559 1479 8 9 344
12 296 601 11	12 317 10 317 601 66
255 1061 8 9 313	29 10 106 462 314 11
674 675 10 1142 66	215 4711 11
2455 1618 615 1359 3329 5648 626 1322 662 220 354	1226 494 433 19 626 5555 691 353
12 511 163 43	12 511 29 43
29 212 213 23 941	127 23 107 19 65 66
32 39 9 126 19 416 72 29 67 5 130	28 12 72 29 416 367 20907 20908 276
72 29 157 6 263 2059	72 12 157 6 263 2059 126 10 126
12 309 106 1017 29	12 106 80 106 1017 29
29 10 485 12 485 29	29 518 163 12 524 525 29 251 7984
12 19 126 29 734 1154 11	734 1154 29 29
2687 2454 474 437 23 58	1422 2409 2687
134 1803 117 118 744 1323 3978	119 522 366
629 10 173 128 163 629 173	4019 4665
39 9 23 29 19 65	161 192 29 19 212 213
459 10 459 536 6572	5 394 200 536 2536 4546 532
29 80 180 11	29 80 180 536 535 11
251 569 80 33 74	14448 606
29 106 499 12 127 23 39 9 33 448 66	12 1864 32 43 78 66
29 884 11 8 9 313	29 446 449 11 8 9 313
12 317 1596 133 135 136	12 277 317 133 131 16
86 91 956 3906 19 785 548 23 43	34 260 519 355
80 2115 2116 11	679 453 32 2449 16
12 161 5 1024 739 29 2732	4 5 6 2641 2 300
127 23 43 4979	29 161 127 275 785 44
32 39 9 187 79	12 253 32 39 9 641 13 66
7177 10 173 127 6	29 10 1326
14697 149 431 432 629 43 945	421 39 9 21115 274 149
12 21445 217 757	12 757 3 374 6269 11
12 8 9 787 635	3367 6692 11
29 272 12 10 431 432 1906 31 11	29 106 360 12 222 140
1467 782 941 478 1259 20887 272 130 1632 634 1495 23 2114 19 16	1467 782 941 478 849 19 462 1632 272 130 1632 5465
1526 86 169 433 89 58 222	5 93 89 90 96 93
443 12 23 2475 19	12 23 39 9 344 19 443
12 629 43 76	12 243 74 44 114
169 5456 5825 485 536 43 1570 76	4619 485 536 43
35 35 19 35 35 19 37	1003 19 1426 1426
12 1545 23 10 431 432 19	2436 12 10 13 568 338
48 50 50 48 140 370 202 353 3092	48 50 50 48 426 213 885 202 220 354 267
13 14 2 72 29 67	12 2 5 2
12 217 101 102 536 126 536 19	217 254 536
227 1037	72 29 62 6 1037
4145 2251 2252	72 29 79 2937 2938 19 2251 133 398 126 16
23 24 72 12 880 19 212 213	512 254 72 12 16152 19 59 23 24
126 134 451 636	83 3982
29 669 59 16	29 1299 15727 16
379 247 247 248 7799	249 19 247 248 532 11
29 193 243 128 10 106 360 29	573 432 12 10 106 360 29 312
28 43 533	28 23 43 533
55 46 335 781 538 46 23 43 785 548	55 46 335 781 538 46 203 204 72 29 276
457 43 33 13 348 29 451 583 11	29 19 451 126 864
253 10 817 4678 940 16	107 10 817 4678 279 59
72 29 227 6 1037	1038 374 8037
374 192 200 19 45 226 478 105 2258 19066 52 53	55 226 226 52 53 180
9111 1506 565 800 571	478 153 941 800 571
12 32 80 32 2826	12 32 2826 16
405 406 623 3641 347 239 406 21317 16	347 2580 7672 16
12 431 432 2098 29 134 451 16	29 106 348 12 7521 134 451
29 2098 12 275 471 19	29 23 2098 12 19 533
12 13 629 44	34 12 176 29
202 304 12 472 852	34 629 43 698 431 432 925 12
7979 554 473 59	12482 5198 2280 192 554 473 59
1504 32 1193 66 29	29 1504 3916
2319 2319 80 536 4728 66 29	29 80 536 4728
2533 127 9 2042 2679	12 13 1737 787 2042
39 9 253 32	29 43 253 32 11
148 114 42 2347	221 295 192 882 19 23 43 40
12 127 6 59 29 116 193 12 23 2949 522 2949 9684 11	2017 29 116 193 29 85 485 12 11
28 12 314 39 9 76	12 243 314 39 9
134 233 13 14 922 533	12 317 10 317 922 19
438 990 122 571 1488 2454 2408	2801 249 134 43 1089
12 71 787 1949 76 161 44 253 10 2828	10 2828 12 161 39 9
335 228 153 229 19 406 233	158 228 153 964 192 484 545
29 108 5830 3 317	521 837 247 499
1006 12 314 29 922	1857 12 360 29 314 922
2987 1224 42 23 1354	221 295 10831 23 43 41 42
1475 426 202 2420 354 267	13 647 350 202 2420 354 426 9546
12 13 176 29 725 6 263 2059 16	13 176 29 725 162 470 455 456 16
226 415 153 415 481 3329	122 1195 5 394 161 5254
335 228 153 229 370 1274 989 806 356 1162	158 228 153 229 1389 989 1038 1162 9
72 29 4 290 33 66	34 67 315 1389 1603 1231 19 292
426 853 937 935	426 8168 853 935
29 873 23 24	29 873 173 2162 23 1315
1747 683 29 435 11	34 342 518 11
29 80 7243 533	29 80 209 1559
172 5 6 998 1962 334	133 134 998 6079
29 1325 459 39 9	29 1864 1325 459 39 9
2475 66 29 459	29 459 71 344
813 2089 453 1626 976	130 2089 126 169 949
29 760 106 272 12 243 5 394	29 255 272 12 3637
2066 2067 324 302 19 5023	933 276 19
1474 6204 11 935	170 1473 80 11 8 9 313
29 217 23 459 882 12 19 248	29 124 459 161 12
454 455 456 12 2311 16	12 32 1017 447 448 16
12 83 771 1017 16	73 1300
421 39 9 552 553 288 379 3386 11	119 1974 2617 415 3 1660 10 462 39 9 603 267
12 127 217 371 11 29 276	29 127 217 371 11 12 276
12 606 253 1584	12 1584 229 358 45 358
12 23 24	12 23 24 12 23 24
12 8 9 453 10 342	12 202 453 127 9 32 2109 174
12 13 922 16	922 533 12
3365 79 7 8 9 161	3127 79 208 209 202 161
426 220 354 1188 1231 422	426 353 232 230 332 333 334
161 43 126 76	29 10 254 263 12 243 161 39 9
29 128 10 101 102 4 19 23 39 9	29 10 101 102 1475 161 39 9 11
29 19 575 447 19	29 62 12 766 19
28 32 43 347 176 173 12 76	12 347 176 29 629 39 9 76
28 12 83 4 276	193 243 4 276
12 161 19 263 16	12 671 518 263 16
45 46 47 48 1780 1759 370 1868	55 46 47 48 154 19 1759 370 1868 829 830
1667 39 9 533	13 3025 43 66
29 20836 11	29 10 79 462 1031 11
12 13 705 192 522 29 23 24 16	12 5168 29 16
12 19 422 334 215 169 11	12 82 1475 8161
29 647 12 23 24 533	29 23 24 6442 6442 357 6442
525 4879 1682 522	7761 1682
1829 3451 1592 2667 3204	1829 3451 1592 1546
12 68 5 6 70	12 369 276
29 10 317 416 1017 12 19	29 255 416 1017 12
447 12 8490 217 2359	29 760 447 12 162 59
8 9 134 1803 661 1382	6313 8 9 1466
34 67 1661 1661 1763 2824 19 290 33	4994 290 33
1551 307 308	725 5 130 984 19 120 121
56 57 80 81 82	172 56 57 379 123 56 57 935
2688 451 448 1	246 247 1268 251 5695
29 307 591 23 24	20816 23 24
861 862 462 142 635 19 1597 23 24 533	1698 142 635 19 454 59 23 24 533
28 12 13 14 1642 29 403 76	12 347 1642 29 16
45 46 47 48 481 23 1100 917 918 3882 1517	55 46 47 48 481 915 3882 1517 16 588
1006 263 29 161 12 592 19 251 524 525 29	1006 161 12 485 29
127 69 70 251 4768	522 69 280 4355 19 334 571
426 754 3405	426 754 3887
12 71 43 253 101 102 76	28 12 453 101 102 39 9 533
12 592 23 29 19 126 455 456	29 23 12 19 126 3034
12 988 128 10 14667	12 251 2451 252
314 5 130 315 62 431 432 16	29 348 12 314 316
12 13 773 955 29 19 981 16	1006 2122 29 19 981
1353 251 836	107 246 812 7193 725 173 20 187 11 415 107 1353
647 12 6 1684 916	647 12 6 8591
99 72 29 67	12 594 68 70 72 29 67 276
29 173 2162 10003 76	29 106 74 75
897 1006 647 12 62 43 212 213	647 12 62 43 212 213
800 62 29 62 115 115 831	800 227 62 1003
29 10 19551	246 247 1268 7841
12 317 4 517 290 33 16	37 19 290 33
169 718 4 162 3678	309 517 290 33
23 629 39 9 19	29 202 254 127 23 629 43 19
4625 7100 3893 264 332 647 19 212 1080	16778 2804 3286
12 762 6316 11	12 606 799 2042 517
1698 12 13 818 819 29 19 4137 16 267	13 818 819 29 12 19 4137 16
643 644 574 804 19 5479 798 476 8 9 938 1593	8 9 1592 1568 5479 2613 574 804
29 10 106 474 475	255 474 475
886 24 1245	23 12 1249 1110 594 29 1245
1006 757 2929 2885	1006 10 459 854 19
282 283 283 282 332 333 334 421 39 9 457 422 334	444 232 230 332 333 334 457 345
1553 74 75	300 161 29 13 74 75 533
29 106 1299 590 998	29 459 1878 12 2984
12 202 787 1958	12 126 1958 76
28 12 200 342 518	200 342 518 276 12 193 243
4180 272 2176 19 20729	1353 453 32 58 247
8 9 2058 533	2159 968
29 10 485 6520	29 128 10 485 68 70
10409 6873 2540	176 29 133 304 131
134 2208 275 519 355 406 520	886 275 1400 2625 66
12 3170 878 447 1017 29 16	4763 12 447 1017 29 16
12 485 629 43 78	161 161 12 19 447 126
709 1213 333 213 885 122 169 8 344 5200	8 344 220 1574 20221 13 192 193 2409 3009 19 4995
29 106 200 1168 11	12 2255 1522 317 254 29 255 200 462 468 19 33
48 50 50 48 335 481 782 853 56 202 172	282 283 283 282 158 481 172 56
12 72 29 369 1004	29 459 67 169 4942 8797
5674 253 672 77	672 77 19 5674 11
29 6524 66	29 1756 884
12 126 431 447	29 595 1578 1107
12 277 8145 4299 173 29 11	29 277 1299 12 4299 173 11
70 531 2213 1693	2213 66
438 485 12 19	12 348 29 251 524 525
6681 232 462 230	848 232 230
202 243 552 553 574 804 222 56	8 344 196 8125 578 56 57 462 5097
29 106 275 3015	260 1913
453 32 43 19	32 39 9 19
12 5 239 253 101 102 29 106 32 6 1195	29 106 32 6 1195
1605 630 126 536 16	7702 215 126 536 11
34 3094 11 522 176 29 276	29 459 1252 1710 11
5222 21688 215 1455 16	2491 1786 1381 3978 5439
12 347 31 11 561 561	29 263 12 251 6454 12 431 432 2909 200 11
12 32 140 16	12 19 13823 2786
546 358 47 541 336 153 915 2721 1188 16	546 358 47 541 2721 232 230
71 787 788 76	12 453 13 3 788 988 16
550 798 476 19 854 23 52 53	29 19 552 553 147 121 23 52 53 267
12 217 797 276	29 518 163 12 243 2736
12 347 360 29 161 2077 2918 16	263 29 161 422 341 280 276
29 360 12 1523 19	360 12 134 6 275 2
2289 2332 1228 1347	2289 133 2392 1556 2289 133 2392
29 512 754 524 525 12	12 23 29 10345 19 59
140 370 202 1207 1536 56	140 370 6496 1745 11 202 2363 370
2355 79 208 355 202 161	2502 734 1032 19 208 209 202 161
300 161 106 499 29 19 1600 454 455 456	12 23 29 19 1600 454 456
29 32 80 32 243 106 12	29 1814 16
12 753 79	7752 19 23 12 16
12 277 19235 16	12 8 9 127 9 1949 66
23 24 72 12 19 212 1378	24 72 12 394 19 65 76
12 8 9 101 102 29 635	4230 12 101 102 276
14 1645 4000 12	29 10 317 3 1645 4000 12 11
679 12 274	12 274 4299 122 19 771 102 453 23 19676 19 16
12 23 589 355 334 16	12 1943 776 1042 23 589 1499 16
131 137 138 574 19 142 1267 59 23 24	131 132 1057 208 1013 459
1050 176 29 7258	12 13 176 29 7258 16
1899 36 29	12 83 217 36 29
29 126 6865	29 787 3702 2116 771 102 12 168 10 192 522 16
254 29 19 65 62 39 9 16	101 102 39 9 23 29 19 65 16
29 36 12 12 14 161 300	28 29 36 12 19 396 12 161 1461 402 300 126 10 126
29 485 1448 4517	12 524 525 38
1017 522 575 2998	12 1017 522 29 106 575 12 5 130
799 515 1403 118 3838	3183 799 515 122 169
4226 4226 73 16	6894 107 19 109 109 126 16
12 447 19 296 29	161 12 447 10 447 29
12 317 565 355 16 565 355	12 19 3139 348 29 524 525
158 228 153 229 19 5313 157	335 228 153 229 19 334 3315
1104 300 633 220 354	2269 7374 353
12 35 35 59 76	37 10 499 11
133 2460 3750 522 3002	29 459 4731
29 453 80 4141	29 128 10 101 102 29 43 396 347 4141
12 453 243 241 76	12 1496 243 241 76
29 671 518 12 39 9 253 1596	12 23 705 592 19 16 43 253 1596
28 29 818 819 12	3611 5074 19 818 819 12
24 23 12 19 126 3034	12 19 126 3034 173 2162 32 24
28 29 647 12 1004	13 202 161
29 5832 243 395 462 11 76	29 106 243 5833 3620 11 810
13002 19 23 15133	12 23 7587 3390
360 12 312 44	312 247 19 300 579 23 39 9
1130 520 6950 169 161	12 1249 10 1245 533
29 671 1978 11	29 512 1946 11
933 1470 854 23 52 53	18651 2229 147 121 23 52 53 267
297 72 29 369	29 447 67 12 99
101 102 12 115 23 24 16	297 12 1003 23 24
64 4258 4074 854	1647 147 397 1979 3815 147 121 63 734 11
168 392 250	4203 532 247 248
131 137 138 517 6955 114	135 136 132 223 20265
749 1320 1595 217 23 169 761	12 3702 263 124 2355
177 379 54 3484	133 134 3760
606 392 463 19 464 223	442 392 1098 1130 227 3316 19 464 223
29 217 251 134 451 366	83 29 251 836 66
32 44 1162	12 32 39 9 1162 76
252 12 243 16	12 243 594 10 243 76
12 10 2288 99	12 1596 99 66
72 29 725 1124 470	72 725 6 2172 1004
232 230 19908 8 9 598	3193 232 230 332 333 334 8 9 598
29 19 800 5624 76	29 19 800 5624 173 11 16
540 358 47 541 542 283 45 48 19 608 157	546 358 47 541 336 153 50 45 48 608
12 595 29 889 1245 16	28 9 29 19 889 1249 1110 16
29 10 1326 12	12 10 2204 29 200 1325 459 366
29 23 12 19 1901 5 16	29 277 23 12 6580 19 16
80 33 276 415 1610 1610 13 10 13 192 422 588	12 431 432 192 422 16
29 106 12 453 23 3007	594 3007
29 263 12 311 300 431 161	12 762 304 3650 665 11
29 671 518 12 9279 76	28 12 2537 12 1958 16
29 19 1638 114 10 2002	1638 114 126 10 2002
593 12 683	593 169 1192
1415 1438 107 23 10 23 2297 66	1415 1438 29 251 447 107 263 10 263
12 518 163 29 32 1377 16	12 5067 29 317 32 454 455 456 16
29 19 224	29 19 464 223 224 4451
140 370 230 707 689 79 419	140 370 79 230 800
423 423 423 3564	4743 12 202 787 205 3564
854 63 11 19 300 7561	64 853 56 147 121 993 813 451 6855 3025
2005 229 358 45 358 73 66	229 358 45 358 771 102 12 1 16
217 162 59	217 29 162 59
335 782 153 232 230 2580 233	158 782 47 232 230 406 233
32 39 9 535 12 653 536 19	106 536 39 9 535
8 9 287 190 191 1592 147	202 880 881 1403 118 1592 147
12 131 137 138 43 2746 1094	646 12 131 10408 23 39 9
177 917 2415 1661 19401 6030 3351	133 134 917 2415 1661 917 2415 1661
12 347 1178 350 16	72 29 1178 745
29 1817 826 690 19 33	12 108 109 1817 826 690 19 33
10 304 413 925	255 67 285 1370 11
12 126 525 4879	29 126 525 4879 12
837 247 2176 92 3087 247 248 8 9 344	837 247 962 372 247 248 8 9 344
29 1864 1559 39 9 9247	29 162 122 1597 1559 39 9 9247
29 263 12 753	29 263 12 1 16
254 741 3917 1329 3919 1985 2011 16	741 3917 3918 23 29 958 16
1510 101 102 350 12 19 882 8479 956 213 16	1006 647 12 32 90 2583 11
642 2613 813 19 1842 329 330 479 173 140 370	329 330 168 173 2799 643 644
35 35 127 23 43 533 126 1249 1110	35 35 2126 39 9 533
29 1596 1645 4000 12	29 20187 12 23 10 431 13 19
12 411 662 649 650	12 592 19 251 1785 59 669
12 8 9 10 773 955 29 66	12 202 10 2122
12 331 485 39 9 40 19 59	12 524 525 43 40
12 518 163 29 296 1270	12 3679 29 669
3322 217 818 819 521	818 819 29 12 140 370 120
